Agency,City,State,NTD ID,Organization Type,Reporter Type,Report Year,UACE Code,UZA Name,Primary UZA Population,Agency VOMS,Mode,Mode Name,TOS,Mode VOMS,Vehicle Operations,Vehicle Operations Questionable,Vehicle Maintenance,Vehicle Maintenance Questionable,Facility Maintenance,Facility Maintenance Questionable,General Administration,General Administration Questionable,Reduced Reporter Expenses,Reduced Reporter Expenses Questionable,Total,Total Questionable,Purchased Transportation Reported Separately,Purchased Transportation Reported Separately Questionable
MetroWest Regional Transit Authority,Framingham,MA,10118,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,9271,"Boston, MA--NH",4382009,80,DR,Demand Response,PT,43,2645279,,586447,,264249,,1991586,,0,,5487561,,0,
"Research Triangle Regional Public Transportation Authority, dba: GoTriangle",Durham,NC,40108,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,25228,"Durham, NC",396118,80,MB,Bus,DO,40,9850095,,3341819,,385904,,6987429,,0,,20565247,,0,
MetroWest Regional Transit Authority,Framingham,MA,10118,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,9271,"Boston, MA--NH",4382009,80,MB,Bus,PT,37,2857350,,633445,,284993,,1764610,,0,,5540398,,0,
Marin County Transit District,San Rafael,CA,90234,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,78904,"San Francisco--Oakland, CA",3515933,80,DR,Demand Response,PT,21,2730262,,322056,,80495,,1410188,,0,,4543001,,1645463,
"Research Triangle Regional Public Transportation Authority, dba: GoTriangle",Durham,NC,40108,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,25228,"Durham, NC",396118,80,VP,Vanpool,PT,16,55382,,4241,,208,,280763,,0,,340594,,0,
"Research Triangle Regional Public Transportation Authority, dba: GoTriangle",Durham,NC,40108,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,25228,"Durham, NC",396118,80,DR,Demand Response,DO,14,2126931,,750254,,115334,,1677880,,0,,4670399,,0,
"Research Triangle Regional Public Transportation Authority, dba: GoTriangle",Durham,NC,40108,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,25228,"Durham, NC",396118,80,MB,Bus,PT,10,467408,,389898,,101575,,300942,,0,,1259823,,0,
Sandy Valley Transportation Services,Prestonsburg,KY,41006,Private-Non-Profit Corporation,Rural Reporter,2022,,,,79,DR,Demand Response,DO,79,0,,0,,0,,0,,5274233,,5274233,,0,
Erie Metropolitan Transit Authority,Erie,PA,30013,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,27766,"Erie, PA",187820,78,MB,Bus,DO,45,9653668,,3282962,,395021,,2325878,,0,,15657529,,0,
Lowell Regional Transit Authority,Lowell,MA,10005,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,9271,"Boston, MA--NH",4382009,78,MB,Bus,PT,42,5923112,,1639323,,953214,,1547003,,0,,10062652,,0,
Metropolitan Tulsa Transit Authority,Tulsa,OK,60018,"City, County or Local Government Unit or Department of Transportation",Full Reporter,2022,88948,"Tulsa, OK",722810,78,MB,Bus,DO,41,8844684,,2930437,,975160,,3152998,,0,,15903279,,0,
Lowell Regional Transit Authority,Lowell,MA,10005,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,9271,"Boston, MA--NH",4382009,78,DR,Demand Response,PT,36,2093417,,326717,,20553,,139683,,0,,2580370,,0,
Erie Metropolitan Transit Authority,Erie,PA,30013,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,27766,"Erie, PA",187820,78,DR,Demand Response,DO,33,2890433,,690774,,115125,,1022659,,0,,4718991,,0,
"Johnson County Kansas, dba: Johnson County Transit",Olathe,KS,70035,"City, County or Local Government Unit or Department of Transportation",Full Reporter,2022,43912,"Kansas City, MO--KS",1674218,78,DR,Demand Response,TX,22,756877,,79628,,41669,,68583,,0,,946757,,0,
"Johnson County Kansas, dba: Johnson County Transit",Olathe,KS,70035,"City, County or Local Government Unit or Department of Transportation",Full Reporter,2022,43912,"Kansas City, MO--KS",1674218,78,DR,Demand Response,PT,22,1569861,,239068,,70078,,500826,,0,,2379833,,0,
Metropolitan Tulsa Transit Authority,Tulsa,OK,60018,"City, County or Local Government Unit or Department of Transportation",Full Reporter,2022,88948,"Tulsa, OK",722810,78,DR,Demand Response,PT,21,1454929,,811165,,336092,,2627473,,0,,5229659,,0,
"Johnson County Kansas, dba: Johnson County Transit",Olathe,KS,70035,"City, County or Local Government Unit or Department of Transportation",Full Reporter,2022,43912,"Kansas City, MO--KS",1674218,78,MB,Bus,PT,19,5173390,,903513,,60117,,1119365,,0,,7256385,,0,
Metropolitan Tulsa Transit Authority,Tulsa,OK,60018,"City, County or Local Government Unit or Department of Transportation",Full Reporter,2022,88948,"Tulsa, OK",722810,78,MB,Bus,PT,16,777531,,281864,,124483,,1169647,,0,,2353525,,0,
"Johnson County Kansas, dba: Johnson County Transit",Olathe,KS,70035,"City, County or Local Government Unit or Department of Transportation",Full Reporter,2022,43912,"Kansas City, MO--KS",1674218,78,CB,Commuter Bus,PT,15,1330002,,230507,,16524,,324869,,0,,1901902,,0,
Charleston Area Regional Transportation Authority,North Charleston,SC,40110,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,15508,"Charleston, SC",684773,77,MB,Bus,PT,51,8941696,,4930504,,414863,,4191012,,0,,18478075,,0,
Greater Peoria Mass Transit District,Peoria,IL,50056,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,68509,"Peoria, IL",259781,77,MB,Bus,DO,45,11565510,,5258099,,346654,,4973063,,0,,22143326,,0,
Greater Peoria Mass Transit District,Peoria,IL,50056,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,68509,"Peoria, IL",259781,77,DR,Demand Response,PT,32,2801746,,422468,,103651,,1185589,,0,,4513454,,0,
"County of Hawaii Mass Transit Agency, dba: County of Hawai'i Mass Transit Agency",Hilo,HI,91080,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2022,,,,77,CB,Commuter Bus,PT,27,0,,0,,0,,0,,9539262,,9539262,,0,
Charleston Area Regional Transportation Authority,North Charleston,SC,40110,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,15508,"Charleston, SC",684773,77,DR,Demand Response,PT,20,1641635,,968738,,79113,,807270,,0,,3496756,,0,
"County of Hawaii Mass Transit Agency, dba: County of Hawai'i Mass Transit Agency",Hilo,HI,91080,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2022,,,,77,VP,Vanpool,PT,18,0,,0,,0,,0,,30505,,30505,,0,
"County of Hawaii Mass Transit Agency, dba: County of Hawai'i Mass Transit Agency",Hilo,HI,91080,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2022,,,,77,MB,Bus,PT,15,0,,0,,0,,0,,8320092,,8320092,,0,
"County of Hawaii Mass Transit Agency, dba: County of Hawai'i Mass Transit Agency",Hilo,HI,91080,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2022,,,,77,DR,Demand Response,PT,10,0,,0,,0,,0,,852042,,852042,,0,
"County of Hawaii Mass Transit Agency, dba: County of Hawai'i Mass Transit Agency",Hilo,HI,91080,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2022,,,,77,DR,Demand Response,TX,7,0,,0,,0,,0,,482506,,482506,,0,
Charleston Area Regional Transportation Authority,North Charleston,SC,40110,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,15508,"Charleston, SC",684773,77,CB,Commuter Bus,PT,6,512121,,261710,,20028,,183395,,0,,977254,,0,
Bay Area Transportation Authority,Traverse City,MI,50413,Independent Public Agency or Authority of Transit Service,Rural Reporter,2022,88300,"Traverse City--Garfield, MI",56890,76,MB,Bus,DO,48,0,,0,,0,,0,,5750383,,5750383,,0,
Skagit Transit,Burlington,WA,44,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,60490,"Mount Vernon, WA",66825,69,MB,Bus,DO,15,5680215,,1281595,,827410,,2018959,,0,,9808179,,0,
"City of Greensboro , dba: Greensboro Transit Authority",Greensboro,NC,40093,"City, County or Local Government Unit or Department of Transportation",Full Reporter,2022,35164,"Greensboro, NC",338928,76,MB,Bus,PT,41,12781994,,2338172,,1240232,,4460775,,0,,20821173,,0,
"City of Greensboro , dba: Greensboro Transit Authority",Greensboro,NC,40093,"City, County or Local Government Unit or Department of Transportation",Full Reporter,2022,35164,"Greensboro, NC",338928,76,DR,Demand Response,PT,35,3809014,,732179,,393511,,1799477,,0,,6734181,,0,
Bay Area Transportation Authority,Traverse City,MI,50413,Independent Public Agency or Authority of Transit Service,Rural Reporter,2022,88300,"Traverse City--Garfield, MI",56890,76,DR,Demand Response,DO,28,0,,0,,0,,0,,3165317,,3165317,,0,
Town of Mountain Village,Telluride,CO,80256,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2022,,,,75,TR,Aerial Tramway,DO,71,0,,0,,0,,0,,4444797,,4444797,,0,
Town of Mountain Village,Telluride,CO,80256,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,2022,,,,75,MB,Bus,DO,4,0,,0,,0,,0,,295620,,295620,,0,
"Hudson Transit Lines, Inc.",Mahwah,NJ,20126,Private-For-Profit Corporation,Full Reporter,2022,63217,"New York--Jersey City--Newark, NY--NJ",19426449,74,CB,Commuter Bus,DO,74,17260414,,4877890,,3672065,,3995222,,0,,29805591,,0,
"City of Torrance, dba: Torrance Transit System",Torrance,CA,90010,"City, County or Local Government Unit or Department of Transportation",Full Reporter,2022,51445,"Los Angeles--Long Beach--Anaheim, CA",12237376,74,MB,Bus,DO,38,11200133,,3968174,,45578,,7169531,,0,,22383416,,0,
"City of Torrance, dba: Torrance Transit System",Torrance,CA,90010,"City, County or Local Government Unit or Department of Transportation",Full Reporter,2022,51445,"Los Angeles--Long Beach--Anaheim, CA",12237376,74,DR,Demand Response,TX,36,170043,,54607,,1230,,5141,,0,,231021,,0,
Big Bend Transit,Tallahassee,FL,41153,Private-Non-Profit Corporation,Rural Reporter,2022,,,,73,DR,Demand Response,DO,61,0,,0,,0,,0,,3684434,,3684434,,0,
"City of Lincoln, dba: StarTran",Lincoln,NE,70001,"City, County or Local Government Unit or Department of Transportation",Full Reporter,2022,49933,"Lincoln, NE",291217,73,MB,Bus,DO,56,8050125,,2214739,,61702,,1584277,,0,,11910843,,0,
"Cobb County, dba: CobbLinc",Marietta,GA,40078,"City, County or Local Government Unit or Department of Transportation",Full Reporter,2022,3817,"Atlanta, GA",5100112,73,MB,Bus,PT,51,12811262,,3670711,,648054,,5391305,,0,,22521332,,0,
Southeastern Regional Transit Authority,New Bedford,MA,10006,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,61786,"New Bedford, MA",155491,73,MB,Bus,PT,49,10304914,,3485139,,416412,,2845140,,0,,17051605,,101600,
"Westmoreland County , dba: Westmoreland County Transit Authority",Greensburg,PA,30044,"City, County or Local Government Unit or Department of Transportation",Full Reporter,2022,69697,"Pittsburgh, PA",1745039,73,DR,Demand Response,DO,42,3443632,,404724,,128829,,1016466,,0,,4993651,,0,
"Westmoreland County , dba: Westmoreland County Transit Authority",Greensburg,PA,30044,"City, County or Local Government Unit or Department of Transportation",Full Reporter,2022,69697,"Pittsburgh, PA",1745039,73,MB,Bus,DO,31,3918281,,756891,,253352,,1497922,,0,,6426446,,0,
Southeastern Regional Transit Authority,New Bedford,MA,10006,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,61786,"New Bedford, MA",155491,73,DR,Demand Response,PT,24,3270180,,1131122,,135152,,919008,,0,,5455462,,0,
"City of Lincoln, dba: StarTran",Lincoln,NE,70001,"City, County or Local Government Unit or Department of Transportation",Full Reporter,2022,49933,"Lincoln, NE",291217,73,DR,Demand Response,DO,17,2469591,,372093,,47316,,373460,,0,,3262460,,0,
Northern Cheyenne Tribe,Lame Deer,MT,88116,Tribe,Reduced Reporter,2022,30,Montana Non-UZA,688772,2,MB,Bus,DO,2,0,,0,,0,,0,,126446,,126446,,0,
"Cobb County, dba: CobbLinc",Marietta,GA,40078,"City, County or Local Government Unit or Department of Transportation",Full Reporter,2022,3817,"Atlanta, GA",5100112,73,DR,Demand Response,PT,16,2073087,,373236,,99564,,817145,,0,,3363032,,0,
Big Bend Transit,Tallahassee,FL,41153,Private-Non-Profit Corporation,Rural Reporter,2022,,,,73,MB,Bus,DO,6,0,,0,,0,,0,,512695,,512695,,0,
Big Bend Transit,Tallahassee,FL,41153,Private-Non-Profit Corporation,Rural Reporter,2022,,,,73,VP,Vanpool,DO,6,0,,0,,0,,0,,48805,,48805,,0,
"Cobb County, dba: CobbLinc",Marietta,GA,40078,"City, County or Local Government Unit or Department of Transportation",Full Reporter,2022,3817,"Atlanta, GA",5100112,73,CB,Commuter Bus,PT,6,324772,,40530,,21671,,73440,,0,,460413,,758202,
"Central Oklahoma Transportation and Parking Authority, dba: EMBARK",Oklahoma City,OK,60017,"City, County or Local Government Unit or Department of Transportation",Full Reporter,2022,65080,"Oklahoma City, OK",982276,72,MB,Bus,DO,49,14449210,,4558204,,1122432,,3000028,,0,,23129874,,0,
County of Lackawanna Transit System,Scranton,PA,30025,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,80227,"Scranton, PA",366713,72,DR,Demand Response,DO,26,3181958,,278754,,195972,,1308175,,0,,4964859,,0,
County of Lackawanna Transit System,Scranton,PA,30025,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,80227,"Scranton, PA",366713,72,MB,Bus,DO,26,5227339,,956589,,318537,,2035211,,0,,8537676,,0,
"Central Oklahoma Transportation and Parking Authority, dba: EMBARK",Oklahoma City,OK,60017,"City, County or Local Government Unit or Department of Transportation",Full Reporter,2022,65080,"Oklahoma City, OK",982276,72,DR,Demand Response,DO,17,2989780,,1012444,,220519,,493795,,0,,4716538,,0,
County of Lackawanna Transit System,Scranton,PA,30025,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,80227,"Scranton, PA",366713,72,DR,Demand Response,PT,15,101359,,15170,,7130,,29679,,0,,153338,,0,
"Central Oklahoma Transportation and Parking Authority, dba: EMBARK",Oklahoma City,OK,60017,"City, County or Local Government Unit or Department of Transportation",Full Reporter,2022,65080,"Oklahoma City, OK",982276,72,SR,Streetcar Rail,PT,5,2129502,,632977,,692320,,1975151,,0,,5429950,,0,
County of Lackawanna Transit System,Scranton,PA,30025,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,80227,"Scranton, PA",366713,72,MB,Bus,PT,5,253418,,38196,,16611,,60641,,0,,368866,,0,
"Central Oklahoma Transportation and Parking Authority, dba: EMBARK",Oklahoma City,OK,60017,"City, County or Local Government Unit or Department of Transportation",Full Reporter,2022,65080,"Oklahoma City, OK",982276,72,FB,Ferryboat,PT,1,202838,,168666,,23345,,440840,,0,,835689,,0,
"Central Oklahoma Transportation and Parking Authority, dba: EMBARK",Oklahoma City,OK,60017,"City, County or Local Government Unit or Department of Transportation",Full Reporter,2022,65080,"Oklahoma City, OK",982276,72,RB,Bus Rapid Transit,DO,0,0,,0,,0,,0,,0,,0,,0,
"Central Oklahoma Transportation and Parking Authority, dba: EMBARK",Oklahoma City,OK,60017,"City, County or Local Government Unit or Department of Transportation",Full Reporter,2022,65080,"Oklahoma City, OK",982276,72,VP,Vanpool,PT,0,0,,0,,0,,0,,0,,0,,0,
"Central Oklahoma Transportation and Parking Authority, dba: EMBARK",Oklahoma City,OK,60017,"City, County or Local Government Unit or Department of Transportation",Full Reporter,2022,65080,"Oklahoma City, OK",982276,72,DR,Demand Response,PT,0,0,,0,,0,,0,,0,,0,,1573754,
"Central Oklahoma Transportation and Parking Authority, dba: EMBARK",Oklahoma City,OK,60017,"City, County or Local Government Unit or Department of Transportation",Full Reporter,2022,65080,"Oklahoma City, OK",982276,72,MB,Bus,PT,0,0,,0,,0,,0,,0,,0,,1684558,
Daniel Boone Development Council,Manchester,KY,41023,Private-Non-Profit Corporation,Rural Reporter,2022,,,,71,DR,Demand Response,DO,71,0,,0,,0,,0,,5265616,,5265616,,0,
"East Tennessee Human Resource Agency, Inc.",Knoxville,TN,40190,Other Publicly-Owned or Privately Chartered Corporation,Reduced Reporter,2022,59410,"Morristown, TN",66539,71,DR,Demand Response,DO,66,0,,0,,0,,0,,9886792,,9886792,,0,
10-15 Regional Transit Agency,Ottumwa,IA,70242,Independent Public Agency or Authority of Transit Service,Rural Reporter,2022,,,,71,DR,Demand Response,DO,63,0,,0,,0,,0,,5011975,,5011975,,0,
"City of Knoxville, dba: Knoxville Area Transit",Knoxville,TN,40002,"City, County or Local Government Unit or Department of Transportation",Full Reporter,2022,45640,"Knoxville, TN",597257,71,MB,Bus,DO,51,11493326,,5183925,,223723,,2782754,,0,,19683728,,0,
"Arlington County, Virginia, dba: Arlington Transit",Arlington,VA,30080,"City, County or Local Government Unit or Department of Transportation",Full Reporter,2022,92242,"Washington--Arlington, DC--VA--MD",5174759,71,MB,Bus,PT,50,10972755,,4855585,,657379,,5903088,,0,,22388807,,0,
Gold Coast Transit District,Oxnard,CA,90035,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,66673,"Oxnard--San Buenaventura (Ventura), CA",376117,71,MB,Bus,DO,49,16363238,,3723521,,1084254,,5859498,,0,,27030511,,0,
Lakeland Area Mass Transit District,Lakeland,FL,40031,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,46828,"Lakeland, FL",277915,71,MB,Bus,DO,35,7042215,,1349549,,461395,,2784260,,0,,11637419,,0,
Lakeland Area Mass Transit District,Lakeland,FL,40031,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,46828,"Lakeland, FL",277915,71,DR,Demand Response,DO,29,4382889,,1009202,,405314,,2346043,,0,,8143448,,0,
Gold Coast Transit District,Oxnard,CA,90035,Independent Public Agency or Authority of Transit Service,Full Reporter,2022,66673,"Oxnard--San Buenaventura (Ventura), CA",376117,71,DR,Demand Response,PT,22,1237334,,360477,,15090,,742309,,0,,2355210,,0,
"City of Knoxville, dba: Knoxville Area Transit",Knoxville,TN,40002,"City, County or Local Government Unit or Department of Transportation",Full Reporter,2022,45640,"Knoxville, TN",597257,71,DR,Demand Response,DO,20,1905281,,358627,,10303,,202587,,0,,2476798,,0,
